Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
group19,com.github.codergate.dto.pullRequest,Repo__1,getGitTagsUrl,3,1,0,504,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setGitTagsUrl,3,1,1,509,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getGitRefsUrl,3,1,0,514,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setGitRefsUrl,3,1,1,519,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getTreesUrl,3,1,0,524,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setTreesUrl,3,1,1,529,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getStatusesUrl,3,1,0,534,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setStatusesUrl,3,1,1,539,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getLanguagesUrl,3,1,0,544,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setLanguagesUrl,3,1,1,549,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getStargazersUrl,3,1,0,554,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setStargazersUrl,3,1,1,559,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getContributorsUrl,3,1,0,564,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setContributorsUrl,3,1,1,569,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getSubscribersUrl,3,1,0,574,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setSubscribersUrl,3,1,1,579,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getSubscriptionUrl,3,1,0,584,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setSubscriptionUrl,3,1,1,589,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getCommitsUrl,3,1,0,594,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setCommitsUrl,3,1,1,599,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getGitCommitsUrl,3,1,0,604,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setGitCommitsUrl,3,1,1,609,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getCommentsUrl,3,1,0,614,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setCommentsUrl,3,1,1,619,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getIssueCommentUrl,3,1,0,624,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setIssueCommentUrl,3,1,1,629,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getContentsUrl,3,1,0,634,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setContentsUrl,3,1,1,639,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getCompareUrl,3,1,0,644,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setCompareUrl,3,1,1,649,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getMergesUrl,3,1,0,654,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setMergesUrl,3,1,1,659,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getArchiveUrl,3,1,0,664,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setArchiveUrl,3,1,1,669,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getDownloadsUrl,3,1,0,674,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setDownloadsUrl,3,1,1,679,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getIssuesUrl,3,1,0,684,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setIssuesUrl,3,1,1,689,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getPullsUrl,3,1,0,694,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setPullsUrl,3,1,1,699,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getMilestonesUrl,3,1,0,704,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setMilestonesUrl,3,1,1,709,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getNotificationsUrl,3,1,0,714,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setNotificationsUrl,3,1,1,719,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getLabelsUrl,3,1,0,724,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setLabelsUrl,3,1,1,729,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getReleasesUrl,3,1,0,734,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setReleasesUrl,3,1,1,739,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getDeploymentsUrl,3,1,0,744,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setDeploymentsUrl,3,1,1,749,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getCreatedAt,3,1,0,754,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setCreatedAt,3,1,1,759,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getUpdatedAt,3,1,0,764,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setUpdatedAt,3,1,1,769,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getPushedAt,3,1,0,774,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setPushedAt,3,1,1,779,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getGitUrl,3,1,0,784,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setGitUrl,3,1,1,789,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getSshUrl,3,1,0,794,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setSshUrl,3,1,1,799,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getCloneUrl,3,1,0,804,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setCloneUrl,3,1,1,809,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getSvnUrl,3,1,0,814,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setSvnUrl,3,1,1,819,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getHomepage,3,1,0,824,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setHomepage,3,1,1,829,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getSize,3,1,0,834,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setSize,3,1,1,839,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getStargazersCount,3,1,0,844,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setStargazersCount,3,1,1,849,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getWatchersCount,3,1,0,854,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setWatchersCount,3,1,1,859,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getLanguage,3,1,0,864,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setLanguage,3,1,1,869,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getHasIssues,3,1,0,874,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setHasIssues,3,1,1,879,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getHasProjects,3,1,0,884,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setHasProjects,3,1,1,889,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getHasDownloads,3,1,0,894,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setHasDownloads,3,1,1,899,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getHasWiki,3,1,0,904,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setHasWiki,3,1,1,909,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getHasPages,3,1,0,914,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setHasPages,3,1,1,919,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getHasDiscussions,3,1,0,924,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setHasDiscussions,3,1,1,929,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getForksCount,3,1,0,934,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setForksCount,3,1,1,939,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getMirrorUrl,3,1,0,944,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setMirrorUrl,3,1,1,949,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getArchived,3,1,0,954,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setArchived,3,1,1,959,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getDisabled,3,1,0,964,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setDisabled,3,1,1,969,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getOpenIssuesCount,3,1,0,974,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setOpenIssuesCount,3,1,1,979,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getLicense,3,1,0,984,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setLicense,3,1,1,989,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getAllowForking,3,1,0,994,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setAllowForking,3,1,1,999,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getIsTemplate,3,1,0,1004,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setIsTemplate,3,1,1,1009,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getWebCommitSignoffRequired,3,1,0,1014,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setWebCommitSignoffRequired,3,1,1,1019,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getTopics,3,1,0,1024,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setTopics,3,1,1,1029,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getVisibility,3,1,0,1034,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setVisibility,3,1,1,1039,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getForks,3,1,0,1044,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setForks,3,1,1,1049,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getOpenIssues,3,1,0,1054,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setOpenIssues,3,1,1,1059,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getWatchers,3,1,0,1064,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setWatchers,3,1,1,1069,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getDefaultBranch,3,1,0,1074,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setDefaultBranch,3,1,1,1079,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getAllowSquashMerge,3,1,0,1084,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setAllowSquashMerge,3,1,1,1089,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getAllowMergeCommit,3,1,0,1094,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setAllowMergeCommit,3,1,1,1099,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getAllowRebaseMerge,3,1,0,1104,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setAllowRebaseMerge,3,1,1,1109,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getAllowAutoMerge,3,1,0,1114,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setAllowAutoMerge,3,1,1,1119,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getDeleteBranchOnMerge,3,1,0,1124,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setDeleteBranchOnMerge,3,1,1,1129,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getAllowUpdateBranch,3,1,0,1134,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setAllowUpdateBranch,3,1,1,1139,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getUseSquashPrTitleAsDefault,3,1,0,1144,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setUseSquashPrTitleAsDefault,3,1,1,1149,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getSquashMergeCommitMessage,3,1,0,1154,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setSquashMergeCommitMessage,3,1,1,1159,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getSquashMergeCommitTitle,3,1,0,1164,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setSquashMergeCommitTitle,3,1,1,1169,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getMergeCommitMessage,3,1,0,1174,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setMergeCommitMessage,3,1,1,1179,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getMergeCommitTitle,3,1,0,1184,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setMergeCommitTitle,3,1,1,1189,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,getAdditionalProperties,3,1,0,1194,0,,
group19,com.github.codergate.dto.pullRequest,Repo__1,setAdditionalProperty,3,1,2,1199,0,,
group19,com.github.codergate.dto.pullRequest,Commits,getHref,3,1,0,26,0,,
group19,com.github.codergate.dto.pullRequest,Commits,setHref,3,1,1,31,0,,
group19,com.github.codergate.dto.pullRequest,Commits,getAdditionalProperties,3,1,0,36,0,,
group19,com.github.codergate.dto.pullRequest,Commits,setAdditionalProperty,3,1,2,41,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getId,3,1,0,261,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setId,3,1,1,266,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getNodeId,3,1,0,271,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setNodeId,3,1,1,276,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getName,3,1,0,281,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setName,3,1,1,286,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getFullName,3,1,0,291,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setFullName,3,1,1,296,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getPrivate,3,1,0,301,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setPrivate,3,1,1,306,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getOwner,3,1,0,311,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setOwner,3,1,1,316,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getHtmlUrl,3,1,0,321,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setHtmlUrl,3,1,1,326,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getDescription,3,1,0,331,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setDescription,3,1,1,336,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getFork,3,1,0,341,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setFork,3,1,1,346,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getUrl,3,1,0,351,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setUrl,3,1,1,356,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getForksUrl,3,1,0,361,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setForksUrl,3,1,1,366,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getKeysUrl,3,1,0,371,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setKeysUrl,3,1,1,376,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getCollaboratorsUrl,3,1,0,381,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setCollaboratorsUrl,3,1,1,386,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getTeamsUrl,3,1,0,391,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setTeamsUrl,3,1,1,396,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getHooksUrl,3,1,0,401,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setHooksUrl,3,1,1,406,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getIssueEventsUrl,3,1,0,411,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setIssueEventsUrl,3,1,1,416,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getEventsUrl,3,1,0,421,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setEventsUrl,3,1,1,426,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getAssigneesUrl,3,1,0,431,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setAssigneesUrl,3,1,1,436,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getBranchesUrl,3,1,0,441,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setBranchesUrl,3,1,1,446,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getTagsUrl,3,1,0,451,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setTagsUrl,3,1,1,456,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getBlobsUrl,3,1,0,461,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setBlobsUrl,3,1,1,466,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getGitTagsUrl,3,1,0,471,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setGitTagsUrl,3,1,1,476,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getGitRefsUrl,3,1,0,481,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setGitRefsUrl,3,1,1,486,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getTreesUrl,3,1,0,491,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setTreesUrl,3,1,1,496,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getStatusesUrl,3,1,0,501,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setStatusesUrl,3,1,1,506,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getLanguagesUrl,3,1,0,511,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setLanguagesUrl,3,1,1,516,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getStargazersUrl,3,1,0,521,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setStargazersUrl,3,1,1,526,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getContributorsUrl,3,1,0,531,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setContributorsUrl,3,1,1,536,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getSubscribersUrl,3,1,0,541,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setSubscribersUrl,3,1,1,546,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getSubscriptionUrl,3,1,0,551,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setSubscriptionUrl,3,1,1,556,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getCommitsUrl,3,1,0,561,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setCommitsUrl,3,1,1,566,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getGitCommitsUrl,3,1,0,571,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setGitCommitsUrl,3,1,1,576,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getCommentsUrl,3,1,0,581,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setCommentsUrl,3,1,1,586,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getIssueCommentUrl,3,1,0,591,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setIssueCommentUrl,3,1,1,596,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getContentsUrl,3,1,0,601,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setContentsUrl,3,1,1,606,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getCompareUrl,3,1,0,611,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setCompareUrl,3,1,1,616,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getMergesUrl,3,1,0,621,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setMergesUrl,3,1,1,626,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getArchiveUrl,3,1,0,631,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setArchiveUrl,3,1,1,636,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getDownloadsUrl,3,1,0,641,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setDownloadsUrl,3,1,1,646,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getIssuesUrl,3,1,0,651,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setIssuesUrl,3,1,1,656,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getPullsUrl,3,1,0,661,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setPullsUrl,3,1,1,666,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getMilestonesUrl,3,1,0,671,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setMilestonesUrl,3,1,1,676,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getNotificationsUrl,3,1,0,681,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setNotificationsUrl,3,1,1,686,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getLabelsUrl,3,1,0,691,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setLabelsUrl,3,1,1,696,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getReleasesUrl,3,1,0,701,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setReleasesUrl,3,1,1,706,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getDeploymentsUrl,3,1,0,711,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setDeploymentsUrl,3,1,1,716,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getCreatedAt,3,1,0,721,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setCreatedAt,3,1,1,726,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getUpdatedAt,3,1,0,731,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setUpdatedAt,3,1,1,736,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getPushedAt,3,1,0,741,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setPushedAt,3,1,1,746,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getGitUrl,3,1,0,751,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setGitUrl,3,1,1,756,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getSshUrl,3,1,0,761,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setSshUrl,3,1,1,766,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getCloneUrl,3,1,0,771,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setCloneUrl,3,1,1,776,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getSvnUrl,3,1,0,781,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setSvnUrl,3,1,1,786,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getHomepage,3,1,0,791,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setHomepage,3,1,1,796,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getSize,3,1,0,801,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setSize,3,1,1,806,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getStargazersCount,3,1,0,811,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setStargazersCount,3,1,1,816,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getWatchersCount,3,1,0,821,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setWatchersCount,3,1,1,826,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getLanguage,3,1,0,831,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setLanguage,3,1,1,836,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getHasIssues,3,1,0,841,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setHasIssues,3,1,1,846,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getHasProjects,3,1,0,851,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setHasProjects,3,1,1,856,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getHasDownloads,3,1,0,861,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setHasDownloads,3,1,1,866,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getHasWiki,3,1,0,871,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setHasWiki,3,1,1,876,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getHasPages,3,1,0,881,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setHasPages,3,1,1,886,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getHasDiscussions,3,1,0,891,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setHasDiscussions,3,1,1,896,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getForksCount,3,1,0,901,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setForksCount,3,1,1,906,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getMirrorUrl,3,1,0,911,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setMirrorUrl,3,1,1,916,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getArchived,3,1,0,921,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setArchived,3,1,1,926,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getDisabled,3,1,0,931,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setDisabled,3,1,1,936,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getOpenIssuesCount,3,1,0,941,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setOpenIssuesCount,3,1,1,946,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getLicense,3,1,0,951,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setLicense,3,1,1,956,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getAllowForking,3,1,0,961,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setAllowForking,3,1,1,966,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getIsTemplate,3,1,0,971,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setIsTemplate,3,1,1,976,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getWebCommitSignoffRequired,3,1,0,981,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setWebCommitSignoffRequired,3,1,1,986,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getTopics,3,1,0,991,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setTopics,3,1,1,996,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getVisibility,3,1,0,1001,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setVisibility,3,1,1,1006,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getForks,3,1,0,1011,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setForks,3,1,1,1016,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getOpenIssues,3,1,0,1021,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setOpenIssues,3,1,1,1026,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getWatchers,3,1,0,1031,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setWatchers,3,1,1,1036,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getDefaultBranch,3,1,0,1041,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setDefaultBranch,3,1,1,1046,0,,
group19,com.github.codergate.dto.pullRequest,Repository,getAdditionalProperties,3,1,0,1051,0,,
group19,com.github.codergate.dto.pullRequest,Repository,setAdditionalProperty,3,1,2,1056,0,,
group19,com.github.codergate.dto.pullRequest,Repo,getId,3,1,0,294,0,,
group19,com.github.codergate.dto.pullRequest,Repo,setId,3,1,1,299,0,,
group19,com.github.codergate.dto.pullRequest,Repo,getNodeId,3,1,0,304,0,,
