Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
group19,com.github.codergate.dto.pullRequest,Owner__2,getLogin,3,1,0,77,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setLogin,3,1,1,82,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getId,3,1,0,87,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setId,3,1,1,92,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getNodeId,3,1,0,97,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setNodeId,3,1,1,102,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getAvatarUrl,3,1,0,107,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setAvatarUrl,3,1,1,112,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getGravatarId,3,1,0,117,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setGravatarId,3,1,1,122,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getUrl,3,1,0,127,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setUrl,3,1,1,132,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getHtmlUrl,3,1,0,137,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setHtmlUrl,3,1,1,142,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getFollowersUrl,3,1,0,147,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setFollowersUrl,3,1,1,152,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getFollowingUrl,3,1,0,157,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setFollowingUrl,3,1,1,162,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getGistsUrl,3,1,0,167,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setGistsUrl,3,1,1,172,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getStarredUrl,3,1,0,177,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setStarredUrl,3,1,1,182,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getSubscriptionsUrl,3,1,0,187,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setSubscriptionsUrl,3,1,1,192,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getOrganizationsUrl,3,1,0,197,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setOrganizationsUrl,3,1,1,202,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getReposUrl,3,1,0,207,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setReposUrl,3,1,1,212,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getEventsUrl,3,1,0,217,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setEventsUrl,3,1,1,222,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getReceivedEventsUrl,3,1,0,227,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setReceivedEventsUrl,3,1,1,232,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getType,3,1,0,237,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setType,3,1,1,242,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getSiteAdmin,3,1,0,247,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setSiteAdmin,3,1,1,252,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,getAdditionalProperties,3,1,0,257,0,,
group19,com.github.codergate.dto.pullRequest,Owner__2,setAdditionalProperty,3,1,2,262,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getUrl,3,1,0,168,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setUrl,3,1,1,173,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getId,3,1,0,178,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setId,3,1,1,183,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getNodeId,3,1,0,188,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setNodeId,3,1,1,193,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getHtmlUrl,3,1,0,198,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setHtmlUrl,3,1,1,203,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getDiffUrl,3,1,0,208,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setDiffUrl,3,1,1,213,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getPatchUrl,3,1,0,218,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setPatchUrl,3,1,1,223,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getIssueUrl,3,1,0,228,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setIssueUrl,3,1,1,233,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getNumber,3,1,0,238,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setNumber,3,1,1,243,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getState,3,1,0,248,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setState,3,1,1,253,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getLocked,3,1,0,258,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setLocked,3,1,1,263,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getTitle,3,1,0,268,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setTitle,3,1,1,273,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getUser,3,1,0,278,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setUser,3,1,1,283,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getBody,3,1,0,288,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setBody,3,1,1,293,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getCreatedAt,3,1,0,298,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setCreatedAt,3,1,1,303,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getUpdatedAt,3,1,0,308,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setUpdatedAt,3,1,1,313,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getClosedAt,3,1,0,318,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setClosedAt,3,1,1,323,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getMergedAt,3,1,0,328,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setMergedAt,3,1,1,333,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getMergeCommitSha,3,1,0,338,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setMergeCommitSha,3,1,1,343,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getAssignee,3,1,0,348,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setAssignee,3,1,1,353,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getAssignees,3,1,0,358,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setAssignees,3,1,1,363,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getRequestedReviewers,3,1,0,368,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setRequestedReviewers,3,1,1,373,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getRequestedTeams,3,1,0,378,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setRequestedTeams,3,1,1,383,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getLabels,3,1,0,388,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setLabels,3,1,1,393,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getMilestone,3,1,0,398,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setMilestone,3,1,1,403,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getDraft,3,1,0,408,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setDraft,3,1,1,413,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getCommitsUrl,3,1,0,418,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setCommitsUrl,3,1,1,423,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getReviewCommentsUrl,3,1,0,428,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setReviewCommentsUrl,3,1,1,433,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getReviewCommentUrl,3,1,0,438,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setReviewCommentUrl,3,1,1,443,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getCommentsUrl,3,1,0,448,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setCommentsUrl,3,1,1,453,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getStatusesUrl,3,1,0,458,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setStatusesUrl,3,1,1,463,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getHead,3,1,0,468,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setHead,3,1,1,473,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getBase,3,1,0,478,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setBase,3,1,1,483,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getLinks,3,1,0,488,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setLinks,3,1,1,493,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getAuthorAssociation,3,1,0,498,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setAuthorAssociation,3,1,1,503,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getAutoMerge,3,1,0,508,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setAutoMerge,3,1,1,513,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getActiveLockReason,3,1,0,518,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setActiveLockReason,3,1,1,523,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getMerged,3,1,0,528,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setMerged,3,1,1,533,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getMergeable,3,1,0,538,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setMergeable,3,1,1,543,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getRebaseable,3,1,0,548,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setRebaseable,3,1,1,553,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getMergeableState,3,1,0,558,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setMergeableState,3,1,1,563,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getMergedBy,3,1,0,568,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setMergedBy,3,1,1,573,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getComments,3,1,0,578,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setComments,3,1,1,583,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getReviewComments,3,1,0,588,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setReviewComments,3,1,1,593,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getMaintainerCanModify,3,1,0,598,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setMaintainerCanModify,3,1,1,603,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getCommits,3,1,0,608,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setCommits,3,1,1,613,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getAdditions,3,1,0,618,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setAdditions,3,1,1,623,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getDeletions,3,1,0,628,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setDeletions,3,1,1,633,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getChangedFiles,3,1,0,638,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setChangedFiles,3,1,1,643,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,getAdditionalProperties,3,1,0,648,0,,
group19,com.github.codergate.dto.pullRequest,PullRequest,setAdditionalProperty,3,1,2,653,0,,
group19,com.github.codergate.dto.pullRequest,Comments,getHref,3,1,0,26,0,,
group19,com.github.codergate.dto.pullRequest,Comments,setHref,3,1,1,31,0,,
group19,com.github.codergate.dto.pullRequest,Comments,getAdditionalProperties,3,1,0,36,0,,
group19,com.github.codergate.dto.pullRequest,Comments,setAdditionalProperty,3,1,2,41,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getLogin,3,1,0,77,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setLogin,3,1,1,82,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getId,3,1,0,87,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setId,3,1,1,92,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getNodeId,3,1,0,97,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setNodeId,3,1,1,102,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getAvatarUrl,3,1,0,107,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setAvatarUrl,3,1,1,112,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getGravatarId,3,1,0,117,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setGravatarId,3,1,1,122,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getUrl,3,1,0,127,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setUrl,3,1,1,132,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getHtmlUrl,3,1,0,137,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setHtmlUrl,3,1,1,142,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getFollowersUrl,3,1,0,147,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setFollowersUrl,3,1,1,152,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getFollowingUrl,3,1,0,157,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setFollowingUrl,3,1,1,162,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getGistsUrl,3,1,0,167,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setGistsUrl,3,1,1,172,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getStarredUrl,3,1,0,177,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setStarredUrl,3,1,1,182,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getSubscriptionsUrl,3,1,0,187,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setSubscriptionsUrl,3,1,1,192,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getOrganizationsUrl,3,1,0,197,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setOrganizationsUrl,3,1,1,202,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getReposUrl,3,1,0,207,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setReposUrl,3,1,1,212,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getEventsUrl,3,1,0,217,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setEventsUrl,3,1,1,222,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getReceivedEventsUrl,3,1,0,227,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setReceivedEventsUrl,3,1,1,232,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getType,3,1,0,237,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setType,3,1,1,242,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getSiteAdmin,3,1,0,247,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setSiteAdmin,3,1,1,252,0,,
group19,com.github.codergate.dto.pullRequest,User__2,getAdditionalProperties,3,1,0,257,0,,
group19,com.github.codergate.dto.pullRequest,User__2,setAdditionalProperty,3,1,2,262,0,,
group19,com.github.codergate.dto.pullRequest,Installation,getId,3,1,0,29,0,,
group19,com.github.codergate.dto.pullRequest,Installation,setId,3,1,1,34,0,,
group19,com.github.codergate.dto.pullRequest,Installation,getNodeId,3,1,0,39,0,,
group19,com.github.codergate.dto.pullRequest,Installation,setNodeId,3,1,1,44,0,,
group19,com.github.codergate.dto.pullRequest,Installation,getAdditionalProperties,3,1,0,49,0,,
group19,com.github.codergate.dto.pullRequest,Installation,setAdditionalProperty,3,1,2,54,0,,
group19,com.github.codergate.dto.pullRequest,ReviewComments,getHref,3,1,0,26,0,,
group19,com.github.codergate.dto.pullRequest,ReviewComments,setHref,3,1,1,31,0,,
group19,com.github.codergate.dto.pullRequest,ReviewComments,getAdditionalProperties,3,1,0,36,0,,
group19,com.github.codergate.dto.pullRequest,ReviewComments,setAdditionalProperty,3,1,2,41,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,getUrl,3,1,0,51,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,setUrl,3,1,1,56,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,getSha,3,1,0,61,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,setSha,3,1,1,66,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,getNodeId,3,1,0,71,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,setNodeId,3,1,1,76,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,getHtmlUrl,3,1,0,81,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,setHtmlUrl,3,1,1,86,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,getCommentsUrl,3,1,0,91,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,setCommentsUrl,3,1,1,96,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,getCommit,3,1,0,101,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,setCommit,3,1,1,106,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,getAuthor,3,1,0,111,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,setAuthor,3,1,1,116,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,getCommitter,3,1,0,121,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,setCommitter,3,1,1,126,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,getParents,3,1,0,131,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,setParents,3,1,1,136,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,getAdditionalProperties,3,1,0,141,0,,
group19,com.github.codergate.dto.pullRequest,CommitsInformation,setAdditionalProperty,3,1,2,146,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getLogin,3,1,0,77,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setLogin,3,1,1,82,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getId,3,1,0,87,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setId,3,1,1,92,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getNodeId,3,1,0,97,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setNodeId,3,1,1,102,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getAvatarUrl,3,1,0,107,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setAvatarUrl,3,1,1,112,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getGravatarId,3,1,0,117,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setGravatarId,3,1,1,122,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getUrl,3,1,0,127,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setUrl,3,1,1,132,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getHtmlUrl,3,1,0,137,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setHtmlUrl,3,1,1,142,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getFollowersUrl,3,1,0,147,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setFollowersUrl,3,1,1,152,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getFollowingUrl,3,1,0,157,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setFollowingUrl,3,1,1,162,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getGistsUrl,3,1,0,167,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setGistsUrl,3,1,1,172,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getStarredUrl,3,1,0,177,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setStarredUrl,3,1,1,182,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getSubscriptionsUrl,3,1,0,187,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setSubscriptionsUrl,3,1,1,192,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getOrganizationsUrl,3,1,0,197,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setOrganizationsUrl,3,1,1,202,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getReposUrl,3,1,0,207,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setReposUrl,3,1,1,212,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getEventsUrl,3,1,0,217,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setEventsUrl,3,1,1,222,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getReceivedEventsUrl,3,1,0,227,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setReceivedEventsUrl,3,1,1,232,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getType,3,1,0,237,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setType,3,1,1,242,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getSiteAdmin,3,1,0,247,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setSiteAdmin,3,1,1,252,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,getAdditionalProperties,3,1,0,257,0,,
group19,com.github.codergate.dto.pullRequest,Committer__1,setAdditionalProperty,3,1,2,262,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,AnalysisDTO,2,1,0,31,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,AnalysisDTO,20,1,19,34,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getAnalysisType,3,1,0,58,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setAnalysisType,3,1,1,62,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getBugs,3,1,0,66,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setBugs,3,1,1,70,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getVulnerabilities,3,1,0,74,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setVulnerabilities,3,1,1,78,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getCodeSmell,3,1,0,82,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setCodeSmell,3,1,1,86,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getTestCoverage,3,1,0,90,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setTestCoverage,3,1,1,94,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getDuplicatedLines,3,1,0,98,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setDuplicatedLines,3,1,1,102,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getCyclomaticComplexity,3,1,0,106,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setCyclomaticComplexity,3,1,1,110,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getDocumentedLines,3,1,0,114,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setDocumentedLines,3,1,1,118,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getCyclicDependency,3,1,0,122,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setCyclicDependency,3,1,1,126,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getGodComponents,3,1,0,130,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setGodComponents,3,1,1,134,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getCyclicallyDependentModularization,3,1,0,138,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setCyclicallyDependentModularization,3,1,1,142,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getInsufficientModularization,3,1,0,146,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setInsufficientModularization,3,1,1,150,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getUnnecessaryAbstraction,3,1,0,154,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setUnnecessaryAbstraction,3,1,1,158,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getComplexMethod,3,1,0,162,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setComplexMethod,3,1,1,166,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getComplexConditional,3,1,0,170,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setComplexConditional,3,1,1,174,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getEmptyCatchClause,3,1,0,178,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setEmptyCatchClause,3,1,1,182,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getMissingAssertion,3,1,0,186,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setMissingAssertion,3,1,1,190,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,getEmptyTest,3,1,0,194,0,,
group19,com.github.codergate.dto.analysis,AnalysisDTO,setEmptyTest,3,1,1,198,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,InstallationPayloadDTO,2,1,0,39,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,InstallationPayloadDTO,10,1,7,46,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,getAction,3,1,0,69,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,setAction,3,1,1,74,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,withAction,4,1,1,79,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,getInstallation,3,1,0,84,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,setInstallation,3,1,1,89,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,withInstallation,4,1,1,94,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,getRepositorySelection,3,1,0,99,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,setRepositorySelection,3,1,1,104,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,withRepositorySelection,4,1,1,109,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,getRepositoriesAdded,3,1,0,114,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,setRepositoriesAdded,3,1,1,119,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,withRepositoriesAdded,4,1,1,124,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,getRepositories,3,1,0,129,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,setRepositories,3,1,1,134,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,withRepositoriesCreated,4,1,1,139,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,getRepositoriesRemoved,3,1,0,144,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,setRepositoriesRemoved,3,1,1,149,0,,
group19,com.github.codergate.dto.installation,InstallationPayloadDTO,withRepositoriesRemoved,4,1,1,154,0,,
